CNT,1,3
SUBNATIO,4,10
STRATUM,11,17
OECD,18,18
NC,19,24
SCHOOLID,25,31
SC01Q01,32,32
SC02Q01,33,41
SC02Q02,42,50
SC02Q03,51,59
SC02Q04,60,68
SC03Q01,69,69
SC04Q01,70,70
SC05Q01,71,72
SC07Q01,73,81
SC07Q02,82,90
SC09Q11,91,94
SC09Q12,95,98
SC09Q21,99,102
SC09Q22,103,106
SC09Q31,107,110
SC09Q32,111,114
SC10Q11,115,118
SC10Q12,119,122
SC10Q61,123,126
SC10Q62,127,130
SC10Q21,131,134
SC10Q22,135,138
SC10Q41,139,142
SC10Q42,143,146
SC10Q51,147,150
SC10Q52,151,154
SC11Q01,155,158
SC11Q02,159,162
SC11Q03,163,166
SC13Q01,167,167
SC13Q02,168,168
SC13Q03,169,169
SC14Q01,170,170
SC14Q02,171,171
SC14Q03,172,172
SC14Q04,173,173
SC14Q05,174,174
SC14Q06,175,175
SC14Q07,176,176
SC14Q08,177,177
SC14Q09,178,178
SC14Q10,179,179
SC14Q11,180,180
SC14Q12,181,181
SC14Q13,182,182
SC15Q01,183,183
SC15Q02,184,184
SC15Q03,185,185
SC15Q04,186,186
SC16Q01,187,187
SC16Q02,188,188
SC16Q03,189,189
SC16Q04,190,190
SC16Q05,191,191
SC16Q06,192,192
SC16Q07,193,193
SC16Q08,194,194
SC16Q09,195,195
SC16Q10,196,196
SC16Q11,197,197
SC18Q01,198,198
SC18Q02,199,199
SC18Q03,200,200
SC18Q04,201,201
SC18Q05,202,202
SC18Q06,203,203
SC18Q07,204,204
SC18Q08,205,205
SC19Q01,206,206
SC19Q02,207,207
SC20Q01,208,208
SC21Q05,209,209
SC22Q01,210,210
SC22Q02,211,211
SC22Q03,212,212
SC22Q04,213,213
SC22Q05,214,214
SC22Q06,215,215
SC22Q07,216,216
SC22Q08,217,217
SC22Q09,218,218
SC22Q10,219,219
SC22Q11,220,220
SC22Q12,221,221
SC22Q13,222,222
SC22Q14,223,223
SC22Q15,224,224
SC22Q16,225,225
SC22Q17,226,226
SC22Q18,227,227
SC22Q19,228,228
SC23Q01,229,237
SC24Q01,238,238
SC25Q01,239,247
SC25Q02,248,256
SC25Q03,257,265
SC25Q04,266,274
SC25Q05,275,283
SC25Q06,284,292
SC25Q07,293,301
SC25Q08,302,310
SC25Q09,311,319
SC25Q10,320,328
SC25Q11,329,337
SC25Q12,338,346
SC26Q01,347,347
SC26Q02,348,348
SC26Q03,349,349
SC26Q04,350,350
SC27Q01,351,351
SC27Q02,352,352
SC28Q01,353,353
SC28Q02,354,354
SC29Q01,355,355
SC29Q02,356,356
SC30Q01,357,357
SC30Q02,358,358
SC30Q03,359,359
SC30Q04,360,360
SC31Q01,361,361
SC31Q02,362,362
SC31Q03,363,363
SC31Q04,364,364
SC31Q05,365,365
SC31Q06,366,366
SC31Q07,367,367
SC32Q01,368,368
SC32Q03,369,369
SC32Q04,370,370
SC32Q05,371,371
SC32Q06,372,372
SC32Q07,373,373
SC32Q08,374,374
SC33Q01A,375,375
SC33Q01B,376,376
SC33Q01C,377,377
SC33Q01D,378,378
SC33Q01E,379,379
SC33Q02A,380,380
SC33Q02B,381,381
SC33Q02C,382,382
SC33Q02D,383,383
SC33Q02E,384,384
SC33Q03A,385,385
SC33Q03B,386,386
SC33Q03C,387,387
SC33Q03D,388,388
SC33Q03E,389,389
SC33Q04A,390,390
SC33Q04B,391,391
SC33Q04C,392,392
SC33Q04D,393,393
SC33Q04E,394,394
SC33Q05A,395,395
SC33Q05B,396,396
SC33Q05C,397,397
SC33Q05D,398,398
SC33Q05E,399,399
SC33Q06A,400,400
SC33Q06B,401,401
SC33Q06C,402,402
SC33Q06D,403,403
SC33Q06E,404,404
SC33Q07A,405,405
SC33Q07B,406,406
SC33Q07C,407,407
SC33Q07D,408,408
SC33Q07E,409,409
SC33Q08A,410,410
SC33Q08B,411,411
SC33Q08C,412,412
SC33Q08D,413,413
SC33Q08E,414,414
SC33Q09A,415,415
SC33Q09B,416,416
SC33Q09C,417,417
SC33Q09D,418,418
SC33Q09E,419,419
SC33Q10A,420,420
SC33Q10B,421,421
SC33Q10C,422,422
SC33Q10D,423,423
SC33Q10E,424,424
SC33Q11A,425,425
SC33Q11B,426,426
SC33Q11C,427,427
SC33Q11D,428,428
SC33Q11E,429,429
SC33Q12A,430,430
SC33Q12B,431,431
SC33Q12C,432,432
SC33Q12D,433,433
SC33Q12E,434,434
SC34Q01,435,435
SC34Q02,436,436
SC34Q03,437,437
SC34Q04,438,438
SC34Q05,439,439
SC34Q06,440,440
SC34Q07,441,441
SC34Q08,442,442
SC34Q09,443,443
SC34Q10,444,444
SC34Q11,445,445
SC34Q12,446,446
SC34Q13,447,447
SC34Q14,448,448
SC34Q15,449,449
SC34Q16,450,450
SC34Q17,451,451
SC34Q18,452,452
SC34Q19,453,453
SC34Q20,454,454
SC34Q22,455,455
SC35Q01,456,464
SC35Q02,465,473
SC39Q01,474,474
SC39Q02,475,475
SC39Q03,476,476
SC39Q05,477,477
SC39Q06,478,478
SC39Q07,479,479
SC39Q08,480,480
SC39Q09,481,481
SC39Q10,482,482
SC40Q01,483,483
SC40Q02,484,484
SC40Q03,485,485
SC44Q01,486,486
SC44Q02,487,487
SC44Q03,488,488
SC44Q04,489,489
SC44Q05,490,490
SC44Q06,491,491
SC47Q01,492,492
SC45Q01,493,493
SC46Q01,494,494
SC46Q02,495,495
SC46Q03,496,496
SC46Q05,497,497
SC46Q04,498,498
SC46Q06,499,499
SC46Q09,500,500
SC52Q01,501,501
SC46Q07,502,502
SC46Q08,503,503
SC52Q02,504,504
SC51Q01,505,513
SC51Q02,514,522
ABGMATH,523,523
ASSESS,524,524
CLSIZE,525,526
COMPWEB,527,535
CREACTIV,536,536
LEADCOM,537,545
LEADINST,546,554
LEADPD,555,563
LEADTCH,564,572
MACTIV,573,573
MATHEXC,574,574
PCGIRLS,575,583
PROPCERT,584,592
PROPMA5A,593,601
PROPMATH,602,610
PROPQUAL,611,619
RATCMP15,620,628
RESPCUR,629,636
RESPRES,637,644
SCHAUTON,645,653
SCHLTYPE,654,654
SCHSEL,655,655
SCHSIZE,656,663
SCMATBUI,664,672
SCMATEDU,673,681
SMRATIO,682,690
STRATIO,691,699
STUDCLIM,700,708
TCFOCST,709,717
TCHPARTI,718,726
TCMORALE,727,735
TCSHORT,736,744
TEACCLIM,745,753
W_FSCHWT,754,762
SENWGT_SCQ,763,771
VER_SCQ,772,778
